Name,Idx,Lvl,Speed,AC,Attacks,Dam,Body,Str,Int,Wis,Dex,Con,Chr,Life,Disarm,Device,Save,Stealth,Search,Perception,Melee,Bows
"Banor the Prince Regent",933,71,20,0,0,0,Standard,4,-2,2,1,3,3,111,="22+7",="26+10",="35+11",0,12,9,="78+21",="43+18"
"Rupart the General",934,71,20,0,0,0,Standard,4,-2,2,1,3,3,111,="22+7",="26+10",="35+11",0,12,9,="78+21",="43+18"
"Druaga",935,59,10,0,0,0,Standard,1,4,1,2,0,4,107,="25+7",="32+11",="46+10",4,22,24,="60+20",="46+17"
"Kenshirou the Fist of the North Star",936,62,13,0,0,0,Monk,7,0,3,1,5,4,121,="40+15",="37+11",="37+10",3,33,32,="89+18",="60+18"
"Lems the Cyborg",937,61,20,160,0,0,Monk,11,-1,0,0,6,4,132,="20+12",="21+7",="32+10",-1,15,10,="95+30",="55+30"
"White knight",938,28,10,0,0,0,Standard,3,-3,1,0,2,2,111,="20+7",="24+10",="34+11",1,12,12,="68+21",="40+18"
"Hoarmurath of Dir",939,52,10,0,0,0,Standard,4,2,-2,0,1,5,105,="24+7",="30+10",="38+10",6,19,24,="57+14",="63+25"
"Lesser Balrog",940,49,10,75,0,0,Standard,6,3,-11,2,5,3,117,="17+7",="33+11",="49+10",-1,15,20,="85+20",="40+17"
"Bone dragon",941,37,0,55,0,0,Dragon,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"Planetar",942,50,20,150,0,0,Standard,5,-3,5,1,4,5,114,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"Solar",943,64,20,160,0,0,Standard,5,-3,5,1,4,5,114,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"Deep puddle",944,23,15,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Biketal of Fire",945,73,15,160,0,0,Demonic Horror,6,3,-11,2,5,3,117,="17+7",="33+11",="49+10",-1,15,20,="85+20",="40+17"
"Jisisl of Ice",946,67,15,120,0,0,Standard,6,3,-11,2,5,3,117,="17+7",="33+11",="49+10",-1,15,20,="85+20",="40+17"
"Poor, the Thief",947,25,-5,0,0,0,Standard,-3,-3,-3,-3,-3,-8,80,="12+5",="16+7",="26+9",3,12,9,="38+13",="15+11"
"Rich, the Thief",948,29,20,0,0,0,Standard,3,4,-2,6,2,2,108,="49+15",="46+12",="48+10",9,35,38,="70+21",="75+14"
"Iketa, the Brave",949,70,20,0,0,0,Standard,4,-1,3,2,5,2,111,="24+7",="27+10",="37+11",3,15,15,="83+21",="47+18"
"Hammer brother",950,22,10,0,0,0,Reptile,2,0,-2,4,3,3,112,="43+15",="40+12",="41+10",10,30,30,="60+21",="57+14"
"Buzzy beetle",951,15,-10,90,0,0,Beetle,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Kamikaze hound",952,44,20,50,0,0,Hound,2,0,-2,4,3,3,112,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"Broken death sword",953,4,10,0,0,0,Death-Sword,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Orcish Artillery",954,14,0,0,0,0,Standard,5,-3,-2,3,2,-1,112,="23+12",="16+7",="30+10",0,15,10,="80+30",="58+30"
"Scrawny horse",955,0,0,5,0,0,Horse,2,-4,-4,0,0,-4,97,="22+12",="16+7",="29+10",3,14,9,="60+30",="50+30"
"Horse",956,5,0,30,0,0,Horse,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"Unruly horse",957,9,0,30,0,0,Horse,5,-1,-1,3,3,2,115,="27+12",="20+7",="32+10",0,14,9,="80+30",="58+30"
"Red puyo",958,25,10,20,0,0,Jelly5,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Blue puyo",959,25,10,20,0,0,Jelly5,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Yellow puyo",960,25,10,20,0,0,Jelly5,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Green puyo",961,25,10,20,0,0,Jelly5,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Slime Mold",962,12,-5,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Botei-Building, the Emperor",963,36,10,0,0,0,Monk,6,-3,-4,1,4,2,108,="39+15",="29+11",="33+10",3,31,29,="89+18",="60+18"
"Shadower",964,1,0,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Statue of Chest mimic mimic",965,21,0,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Luigi",966,31,0,0,0,0,Standard,0,2,0,6,3,2,101,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"Jaian, the Boss of the Kids",967,29,0,0,0,0,Standard,-2,1,2,-1,-2,4,100,="20+8",="33+13",="34+11",-5,16,30,="34+10",="20+8"
"Bramd the Ice Dragon",968,60,15,150,0,0,Dragon,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Eibra the Water Dragon",969,60,15,150,0,0,Dragon,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Narse the Black Dragon",970,60,15,150,0,0,Dragon,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Mycen the Gold Dragon",971,60,15,150,0,0,Dragon,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Shooting Star the Red Dragon",972,60,15,150,0,0,Dragon,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Beld, Ruler of Marmo",973,48,15,0,0,0,Standard,5,0,0,4,5,1,115,="29+12",="21+7",="34+10",3,17,15,="85+30",="62+30"
"Ashram, the Ebony Knight",974,40,10,0,0,0,Standard,5,0,0,4,5,1,115,="29+12",="21+7",="34+10",3,17,15,="85+30",="62+30"
"That @$^%& Black Bat",975,33,20,75,0,0,Giant Bat,3,0,-1,4,1,-1,96,="43+15",="35+12",="35+10",4,33,32,="70+21",="63+14"
"Eol, the Dark Elven Smith",976,40,10,0,0,0,Standard,1,4,1,2,0,4,107,="25+7",="32+11",="46+10",4,22,24,="60+20",="46+17"
"Maeglin, Betrayer of Gondolin",977,56,10,0,0,0,Standard,1,4,1,5,-1,4,106,="50+15",="44+12",="48+10",8,40,36,="55+21",="66+14"
"Ar-Pharazon the Golden",978,38,10,0,0,0,Standard,4,-1,3,2,5,2,111,="24+7",="27+10",="37+11",3,15,15,="83+21",="47+18"
"Shuten-douji, King Ogre of Ooe-Mountain",979,47,15,0,0,0,Standard,13,-2,-3,1,9,1,121,="22+12",="15+7",="28+10",-1,13,7,="90+30",="50+30"
"Coatl",980,29,5,0,0,0,Snake,2,0,-2,4,3,0,108,="42+15",="38+12",="35+10",6,31,34,="65+21",="57+14"
"Thunder bird",981,32,10,30,0,0,Giant Bird,2,-1,-2,3,1,2,80,="45+15",="34+11",="36+10",5,32,34,="64+18",="60+18"
"Durahan",982,45,10,0,0,0,Standard,0,-1,5,1,3,2,100,="29+7",="38+11",="43+12",4,19,21,="63+13",="42+11"
"Hibagon",983,14,0,0,0,0,Standard,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"Nue",984,20,0,30,0,0,Dragon,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"Unicorn",985,39,10,100,0,0,Unicorn,2,0,-2,4,3,3,112,="43+15",="40+12",="41+10",10,30,30,="60+21",="57+14"
"Nekomata",986,17,0,32,0,0,Hound,2,0,-2,4,3,3,112,="43+15",="40+12",="41+10",10,30,30,="60+21",="57+14"
"Nine-tailed fox",987,49,10,140,0,0,Hound,2,0,-2,4,3,3,112,="43+15",="40+12",="41+10",10,30,30,="60+21",="57+14"
"Fenghuang",988,76,20,190,0,0,Giant Bird,1,-3,7,0,2,5,103,="25+7",="43+11",="48+12",4,18,19,="58+13",="42+11"
"Kirin",989,76,20,230,0,0,Unicorn,5,-3,5,1,4,5,114,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"Pegasus",990,34,5,100,0,0,Horse,4,-3,-3,3,4,3,117,="23+12",="21+7",="36+10",6,12,8,="70+30",="52+30"
"Sleipnir, the Odin's Steed",991,51,20,140,0,0,Horse,9,-1,0,0,5,4,126,="20+12",="21+7",="32+10",-1,15,10,="95+30",="55+30"
"Huan, the Hound of Valinor",992,72,20,110,0,0,Hound,7,-4,-3,3,4,3,135,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Dao",993,40,10,0,0,0,Standard,9,-4,-4,-3,6,2,119,="19+12",="20+9",="32+12",-2,13,7,="95+30",="20+7"
"Marid",994,45,10,0,0,0,Standard,9,-4,-4,-3,6,2,119,="19+12",="20+9",="32+12",-2,13,7,="95+30",="20+7"
"Wolf Chieftain",995,22,10,50,0,0,Hound,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"Nar, the Dwarf",996,17,0,0,0,0,Standard,5,-4,3,0,3,2,114,="27+12",="23+7",="38+10",1,23,16,="85+23",="40+18"
"Chiokovo",997,8,0,35,0,0,Bird,4,-2,-2,2,2,1,92,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"Black Chiokovo",998,25,5,45,0,0,Giant Bird,4,-2,-2,2,2,1,92,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"Devu Chiokovo",999,43,-5,180,0,0,Giant Bird,5,-1,-1,3,3,2,115,="27+12",="20+7",="32+10",0,14,9,="80+30",="58+30"
"Bahamut, Celestial Dragon of Good",1000,86,20,125,0,0,Dragon,9,0,1,-1,6,8,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Suke-san, the Mitsukuni's Warder",1001,30,5,0,0,0,Standard,5,0,0,4,5,1,115,="29+12",="21+7",="34+10",3,17,15,="85+30",="62+30"
"Kaku-san, the Mitsukuni's Warder",1002,30,5,0,0,0,Standard,5,0,0,4,5,1,115,="29+12",="21+7",="34+10",3,17,15,="85+30",="62+30"
"The Ghost 'Q'",1003,15,30,0,0,0,Standard,2,-1,-1,5,4,2,105,="40+12",="26+7",="41+10",6,26,17,="60+30",="65+30"
"Pip, the Braver from Another World",1004,35,0,0,0,0,Standard,-1,-1,-1,-1,-1,-3,95,="15+5",="18+7",="28+9",1,12,12,="48+13",="20+11"
"Ansalom, the Dark Wizard",1005,55,10,0,0,0,Standard,-4,4,0,0,-2,-2,94,="30+7",="40+15",="38+11",3,16,30,="34+6",="20+7"
"High-elven ranger",1006,40,5,0,0,0,Standard,3,3,1,4,2,1,104,="34+8",="46+11",="48+10",7,27,30,="66+18",="65+16"
"Giant cockroach",1007,14,10,25,0,0,Scrawny,-3,-3,-3,-3,-3,-8,48,="12+5",="16+7",="26+9",3,12,9,="38+13",="15+11"
"Demonologist",1008,36,10,0,0,0,Standard,2,0,-2,1,4,0,109,="17+7",="26+11",="33+10",2,13,22,="70+20",="37+17"
"Dwar, Dog Lord of Waw",1009,44,10,0,0,0,Standard,4,2,-2,0,1,4,105,="24+7",="30+10",="38+10",6,19,24,="57+14",="63+25"
"Golden Angel",1010,50,50,120,0,0,Standard,4,1,3,4,3,4,113,="45+15",="45+12",="44+10",7,34,35,="70+21",="67+14"
"Silver Angel",1011,30,20,50,0,0,Standard,4,1,3,4,3,4,113,="45+15",="45+12",="44+10",7,34,35,="70+21",="67+14"
"Jibaku ghost",1012,8,0,0,0,0,Standard,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Rolento",1013,38,40,0,0,0,Standard,1,-1,-1,1,0,2,103,="20+7",="25+10",="32+10",2,18,26,="52+14",="63+25"
"M. Bison",1014,40,10,0,0,0,Standard,2,-1,-2,3,1,2,100,="45+15",="34+11",="36+10",5,32,34,="64+18",="60+18"
"TaepoDong",1015,50,10,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Spider bomb",1016,20,10,50,0,0,Spider,0,2,0,6,3,2,101,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"Bomb mosquito",1017,1,10,50,0,0,Scrawny,2,-4,-4,0,0,-4,48,="22+12",="16+7",="29+10",3,14,9,="60+30",="50+30"
"Raou the Conqueror",1018,62,13,0,0,0,Monk,3,0,2,4,3,2,110,="47+15",="36+11",="37+10",4,32,31,="74+18",="63+18"
"Kokuo, Raou's Steed",1019,40,20,100,0,0,Horse,5,0,0,4,5,1,115,="29+12",="21+7",="34+10",3,17,15,="85+30",="62+30"
"Kutar",1020,5,0,0,0,0,Standard,-1,-2,-2,0,1,-1,96,="13+5",="21+7",="33+9",6,10,8,="48+13",="17+11"
"Nami, the Mate",1021,8,10,0,0,0,Standard,2,1,-1,3,1,1,110,="45+15",="37+12",="36+10",5,32,34,="60+21",="60+14"
"Nappa the Saiyan",1022,50,15,0,0,0,Standard,1,-1,-1,1,0,2,103,="20+7",="25+10",="32+10",2,18,26,="52+14",="63+25"
"Hand grenade",1023,38,20,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Grand master thief",1024,46,20,0,0,0,Standard,3,4,-2,6,2,2,108,="49+15",="46+12",="48+10",14,35,38,="70+21",="75+14"
"Charon, Boatman of the Styx",1025,47,10,0,0,0,Standard,4,2,-2,0,1,4,105,="24+7",="30+10",="38+10",6,19,24,="57+14",="63+25"
"Old sorcerer",1026,69,20,0,0,0,Standard,-3,4,1,2,-1,-1,95,="32+7",="42+15",="39+11",2,16,27,="44+6",="23+7"
"Red Helm, the King of Bear",1027,25,10,100,0,0,Bear,9,-4,-4,-3,6,2,119,="19+12",="20+9",="32+12",-2,13,7,="95+30",="20+7"
"Mad bear",1028,15,0,35,0,0,Bear,5,-2,-2,-1,3,2,111,="25+12",="25+9",="35+12",0,14,12,="70+30",="20+7"
"Demonite",1029,20,5,0,0,0,Standard,2,0,-2,4,3,0,108,="42+15",="38+12",="35+10",6,31,34,="65+21",="57+14"
"Meng Huo, the King of Southerings",1030,18,0,0,0,0,Standard,3,-3,1,0,2,2,111,="20+7",="24+10",="34+11",1,12,12,="68+21",="40+18"
"Wahha-Man the Golden",1031,85,20,200,0,0,Monk,14,-1,0,0,8,7,138,="20+12",="21+7",="32+10",-1,15,10,="95+30",="55+30"
"Madame Debby",1032,51,10,0,0,0,Standard,6,-3,-2,0,3,0,108,="23+12",="23+9",="34+12",-1,15,10,="80+30",="23+7"
"The Defiler",1033,58,10,120,0,0,Beetle,6,-4,-4,-2,6,2,129,="19+12",="13+7",="29+10",0,15,11,="95+23",="20+15"
"The Minotaur of the Labyrinth",1034,35,15,0,0,0,Minotaur,6,-1,-1,0,4,3,111,="27+12",="27+9",="36+12",-1,14,9,="80+30",="23+7"
"Living armor",1035,26,-5,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Trap master",1036,28,15,0,0,0,Standard,0,2,0,6,3,2,101,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"Knight templar",1037,52,10,0,0,0,Standard,4,-1,3,2,5,2,111,="24+7",="27+10",="37+11",3,15,15,="83+21",="47+18"
"Paladin",1038,20,0,0,0,0,Standard,3,-3,1,0,2,2,111,="20+7",="24+10",="34+11",1,12,12,="68+21",="40+18"
"Ranger",1039,20,0,0,0,0,Standard,2,0,2,1,1,0,106,="30+8",="37+11",="36+10",3,24,26,="56+18",="50+16"
"Chameleon",1040,20,0,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Chameleon Lord",1041,45,0,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Narwhal",1042,40,20,100,0,0,Fish,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Petshop",1043,54,10,130,0,0,Giant Bird,3,1,0,5,4,2,100,="49+15",="37+11",="39+10",7,35,37,="79+18",="67+18"
"White crocodile",1044,26,5,40,0,0,Crocodile,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Disintegrate vortex",1045,65,30,80,0,0,Vortex7,2,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Ulfang the Black",1046,34,10,0,0,0,Standard,3,3,1,5,4,1,110,="49+15",="40+12",="39+10",7,35,37,="75+21",="67+14"
"Topaz monk",1047,35,10,0,0,0,Monk,2,-1,-2,3,1,2,100,="45+15",="34+11",="36+10",5,32,34,="64+18",="60+18"
"Stone dragon",1048,45,0,170,0,0,Dragon,13,-19,-18,2,7,7,154,="-105+0",="-997+0",="-199+0",-102,-99,-92,="145+50",="-2000+0"
"Steel dragon",1049,55,10,200,0,0,Dragon,13,-19,-18,2,7,7,176,="-105+0",="-997+0",="-199+0",-102,-99,-92,="145+50",="-2000+0"
"Atlas, the Titan",1050,76,15,0,0,0,Standard,15,-1,0,-3,8,6,122,="20+12",="28+9",="36+12",-2,15,10,="95+30",="20+7"
"Kronos, Lord of the Titans",1051,87,15,0,0,0,Standard,10,-1,0,-3,6,5,122,="20+12",="28+9",="36+12",-2,15,10,="95+30",="20+7"
"Dimensional shambler",1052,29,10,0,0,0,Standard,1,5,2,3,-2,4,102,="35+7",="44+11",="48+10",5,26,28,="51+18",="56+15"
"Novice mindcrafter",1053,4,0,0,0,0,Standard,-1,0,3,-1,-1,2,85,="30+10",="33+11",="38+10",3,22,26,="50+14",="40+18"
"Novice mindcrafter",1054,6,0,0,0,0,Standard,-1,0,3,-1,-1,2,85,="30+10",="33+11",="38+10",3,22,26,="50+14",="40+18"
"Mindcrafter",1055,22,0,0,0,0,Standard,0,2,5,1,2,2,100,="34+10",="36+11",="41+10",5,25,29,="65+14",="47+18"
"Master mindcrafter",1056,40,10,0,0,0,Standard,0,2,5,1,2,2,100,="34+10",="36+11",="41+10",5,25,29,="65+14",="47+18"
"Ogrillon",1057,16,0,0,0,0,Standard,7,-2,-3,1,5,1,121,="22+12",="15+7",="28+10",-1,13,7,="90+30",="50+30"
"Elder vampire",1058,54,10,0,0,0,Vampire,5,4,-2,2,2,3,112,="49+15",="42+12",="42+10",9,33,32,="65+21",="60+14"
"Noborta Kesyta, the Yeek President",1059,0,-1,0,0,0,Standard,-3,0,-3,0,-3,-7,87,="17+5",="21+7",="34+9",4,17,17,="43+13",="17+11"
"Mori Troll",1060,0,-1,15,0,0,Standard,3,-5,-2,-4,2,-5,101,="10+5",="12+7",="23+9",-1,11,7,="68+13",="14+11"
"Barney the Dinosaur",1061,29,10,90,0,0,Reptile,2,1,-1,3,1,1,110,="45+15",="37+12",="36+10",5,32,34,="60+21",="60+14"
"Groo the Wanderer",1062,33,10,0,0,0,Standard,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"Lousy, the King of Louses",1063,9,20,0,0,0,Standard,-1,-1,-1,-1,-1,-3,95,="15+5",="18+7",="28+9",1,12,12,="48+13",="20+11"
"Great Wyrm of Space-Time",1064,72,20,170,0,0,Dragon,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Octopus of Kshitigarbha",1065,30,0,30,0,0,Octopus,5,-3,-2,3,2,-1,112,="23+12",="16+7",="30+10",0,15,10,="80+30",="58+30"
"Great Bile Wyrm",1066,54,12,150,0,0,Dragon,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Tanuki",1067,24,10,5,0,0,Horse,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"Dionysus, the Munchkin of Chaos",1068,55,44,0,0,0,Standard,3,4,-2,6,2,2,108,="49+15",="46+12",="48+10",9,35,38,="70+21",="75+14"
"Walken",1069,55,15,0,0,0,Standard,6,-1,-1,0,4,3,111,="27+12",="27+9",="36+12",-1,14,9,="80+30",="23+7"
"Trench Wurm",1070,15,5,50,0,0,Giant Worm,5,-1,-1,3,3,2,115,="27+12",="20+7",="32+10",0,14,9,="80+30",="58+30"
"Radiant Kavu",1071,15,5,60,0,0,Horse,3,-3,1,0,2,2,111,="20+7",="24+10",="34+11",1,12,12,="68+21",="40+18"
"Mauhur, the Orc Captain",1072,12,0,0,0,0,Standard,5,-3,-2,3,2,-1,112,="23+12",="16+7",="30+10",0,15,10,="80+30",="58+30"
"Meng You, the Brother of Meng Huo",1073,12,0,0,0,0,Standard,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"Lady Zhurong, the Avatar of Flame Spirit",1074,14,5,0,0,0,Standard,2,2,0,1,0,1,106,="30+7",="37+11",="36+10",2,18,26,="56+18",="50+15"
"Dailai Dongzhu, Captain of Southerings",1075,10,0,0,0,0,Standard,3,-3,1,0,2,2,111,="20+7",="24+10",="34+11",1,12,12,="68+21",="40+18"
"King Duosi, the Chief of Southerings",1076,11,0,0,0,0,Standard,-1,-3,3,-1,0,2,100,="25+7",="35+11",="40+12",2,16,18,="48+13",="35+11"
"King Mulu, the Chief of Southerings",1077,16,0,0,0,0,Standard,1,-1,-1,1,0,2,103,="20+7",="25+10",="32+10",2,18,26,="52+14",="63+25"
"Wutugu, the Chief of Southerings",1078,17,0,0,0,0,Standard,8,-4,-4,0,5,1,124,="19+12",="13+7",="28+10",-1,13,7,="95+30",="55+30"
"Invisible Pink Unicorn",1079,67,30,123,0,0,Unicorn,5,-3,5,1,4,5,114,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"Flying Spaghetti Monster",1080,70,15,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Reindeer",1081,50,20,100,0,0,Horse,6,-3,-3,3,4,2,120,="35+12",="16+7",="34+10",1,13,12,="75+30",="58+30"
"Death Beast",1082,45,10,100,0,0,Hound,2,0,-2,4,3,3,112,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"Ultimate Magus",1083,79,20,0,0,0,Standard,-7,7,4,1,-4,-3,92,="40+7",="51+15",="47+11",5,21,32,="24+6",="15+7"
"Death Scythe",1084,70,40,0,0,0,Death-Sword,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Spellwarp Automaton",1085,80,0,200,0,0,Standard,8,-7,-7,0,6,1,144,="20+12",="13+7",="37+10",0,13,10,="90+30",="55+30"
"Talos, Masterwork Spellwarp Automaton",1086,90,5,250,0,0,Monk,9,-7,-7,-3,7,2,139,="20+12",="20+9",="41+12",-1,13,10,="90+30",="20+7"
"Tonberry",1087,80,0,0,0,0,Standard,8,-2,-4,-2,7,1,124,="20+12",="15+7",="34+10",2,12,7,="90+30",="48+30"
"Ninja Tonberry",1088,80,15,0,0,0,Standard,4,-1,-3,-1,7,2,108,="40+15",="21+10",="39+10",9,46,37,="90+25",="28+11"
"Master Tonberry",1089,80,10,0,0,0,Standard,5,-1,-3,-3,5,2,111,="15+7",="22+10",="35+10",3,16,21,="72+14",="56+25"
"The Hoard",1090,30,5,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Time Initiate",1091,15,6,0,0,0,Standard,-1,0,3,-1,-1,0,96,="25+7",="35+11",="35+10",2,16,18,="48+13",="20+13"
"Chronomage",1092,40,20,0,0,0,Standard,0,1,4,0,0,1,96,="27+7",="37+11",="36+10",1,16,15,="58+13",="23+13"
"Temporal Champion",1093,60,40,0,0,0,Standard,0,2,5,1,2,0,96,="29+7",="38+11",="38+10",4,19,21,="63+13",="27+13"
"The Variant Maintainer",1094,14,10,0,0,0,Standard,2,0,-2,4,3,0,108,="42+15",="38+12",="35+10",6,31,34,="65+21",="57+14"
"Monkey Clone",1095,127,0,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Zeus, King of the Olympians",1096,90,27,0,0,0,Standard,9,5,4,1,5,6,127,="25+7",="40+11",="37+10",0,19,24,="81+18",="50+15"
"Poseidon, Lord of Seas and Storm",1097,88,18,0,0,0,Standard,7,0,1,0,4,7,118,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Hades, Ruler of the Underworld",1098,88,20,0,0,0,Standard,9,-1,0,-2,9,7,145,="20+12",="21+7",="33+10",0,17,14,="95+23",="20+15"
"Athena, the Goddess of Wisdom",1099,86,20,0,0,0,Standard,4,-2,8,-3,3,8,110,="20+7",="38+11",="41+12",0,17,16,="73+13",="35+11"
"Ares, the God of War",1100,86,25,250,0,0,Standard,11,-1,3,-2,6,5,122,="20+12",="28+9",="36+12",-2,15,10,="95+30",="20+7"
"Hermes, the Messenger God",1101,86,45,0,0,0,Standard,7,2,1,8,4,4,121,="40+15",="40+12",="37+10",10,33,32,="85+21",="60+14"
"Apollo, the Sun God",1102,86,20,0,0,0,Standard,4,-2,8,-3,3,8,110,="20+7",="38+11",="41+12",0,17,16,="73+13",="35+11"
"Artemis, the Moon Goddess",1103,86,20,0,0,0,Standard,7,1,6,-1,4,3,116,="25+8",="40+11",="37+10",1,25,24,="81+18",="50+16"
"Hephaestus, the Smith God",1104,86,25,200,0,0,Standard,13,-1,0,-3,6,5,122,="20+12",="28+9",="36+12",-2,15,10,="95+30",="20+7"
"Hera, Queen of the Gods",1105,89,20,0,0,0,Standard,4,-2,9,-3,3,9,110,="20+7",="38+11",="41+12",0,17,16,="73+13",="35+11"
"Demeter, the Goddess of Nature",1106,86,20,0,0,0,Standard,6,0,1,-1,3,8,113,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Aphrodite, the Goddess of Love",1107,86,20,0,0,0,Standard,6,0,1,-1,3,12,113,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Orc digger",1108,19,0,0,0,0,Standard,5,-3,-2,3,2,-1,112,="23+12",="16+7",="30+10",0,15,10,="80+30",="58+30"
"Exploding ant",1109,36,5,49,0,0,Ant,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"Metal Babble",1110,80,80,10000,0,0,Babble,-2,4,2,6,-1,-1,10,="55+15",="43+12",="42+10",9,42,34,="48+21",="60+14"
"Arthur Pendragon",1111,32,10,0,0,0,Standard,4,-1,3,2,5,2,111,="24+7",="27+10",="37+11",3,15,15,="83+21",="47+18"
"Sir Lancelot",1112,30,15,0,0,0,Standard,4,-1,3,2,5,2,111,="24+7",="27+10",="37+11",3,15,15,="83+21",="47+18"
"Sir Gawain",1113,29,12,0,0,0,Standard,4,-2,2,1,3,3,111,="22+7",="26+10",="35+11",0,12,9,="78+21",="43+18"
"Sir Galahad",1114,28,14,0,0,0,Standard,4,-2,2,1,3,3,111,="22+7",="26+10",="35+11",0,12,9,="78+21",="43+18"
"Sir Gareth",1115,28,10,0,0,0,Standard,4,-2,2,1,3,3,111,="22+7",="26+10",="35+11",0,12,9,="78+21",="43+18"
"Sir Kay",1116,22,7,0,0,0,Standard,3,-3,1,0,2,2,111,="20+7",="24+10",="34+11",1,12,12,="68+21",="40+18"
